restaurant_name,price_level,restaurant_rating,cuisine,trip_advisor_url,address
1. Gourmet Cafe Restaurant,$$ - $$$,4.5,Italian,https://www.tripadvisor.com/Restaurant_Review-g46715-d1523051-Reviews-Gourmet_Cafe_Restaurant-Parsippany_Morris_County_New_Jersey.html,"136 Baldwin Rd On the Corner of Rt 46 W, Walgreens/Baldwin Plaza, Parsippany, NJ 07054-2099"
2. Sergio and Co Italian Specialties,$$ - $$$,5.0,Italian,https://www.tripadvisor.com/Restaurant_Review-g46392-d4478498-Reviews-Sergio_and_Co_Italian_Specialties-Denville_Morris_County_New_Jersey.html,"28 Broadway, Denville, NJ 07834-2704"
3. The Quiet Man,$$ - $$$,4.5,"American, Irish",https://www.tripadvisor.com/Restaurant_Review-g46397-d543493-Reviews-The_Quiet_Man-Dover_Morris_County_New_Jersey.html,"64 E McFarlan St, Dover, NJ 07801-3522"
4. H2Ocean Restaurant & Raw Bar,$$$$,4.5,"American, Seafood",https://www.tripadvisor.com/Restaurant_Review-g46349-d7294513-Reviews-H2Ocean_Restaurant_Raw_Bar-Cedar_Knolls_Morris_County_New_Jersey.html,"41 Ridgedale Ave, Cedar Knolls, NJ 07927"
5. La Strada Ristorante,$$ - $$$,4.5,"Italian, European",https://www.tripadvisor.com/Restaurant_Review-g46764-d1062783-Reviews-La_Strada_Ristorante-Randolph_Morris_County_New_Jersey.html,"1105 State Route 10, Randolph, NJ 07869-1819"
Parsippany's Best Pizza,$$ - $$$,4.5,"Pizza, Italian",https://www.tripadvisor.com/Restaurant_Review-g46715-d7140424-Reviews-Parsippany_s_Best_Pizza-Parsippany_Morris_County_New_Jersey.html,"756 Route 46 West, Parsippany, NJ 07054"
6. Eccola,$$ - $$$,4.5,Italian,https://www.tripadvisor.com/Restaurant_Review-g46715-d1068722-Reviews-Eccola-Parsippany_Morris_County_New_Jersey.html,"1082 US Highway 46, Parsippany, NJ 07054-2100"
7. Hunan Taste Chinese Restaurant,$$ - $$$,4.5,"Chinese, Asian",https://www.tripadvisor.com/Restaurant_Review-g46392-d888186-Reviews-Hunan_Taste_Chinese_Restaurant-Denville_Morris_County_New_Jersey.html,"67 Bloomfield Ave, Denville, NJ 07834-2728"
8. Scalini Fedeli,$$$$,4.5,Italian,https://www.tripadvisor.com/Restaurant_Review-g46352-d459434-Reviews-Scalini_Fedeli-Chatham_Morris_County_New_Jersey.html,"63 Main St, Chatham, NJ 07928-2403"
9. Rod's Steak And Seafood Grille,$$$$,4.0,"American, Steakhouse",https://www.tripadvisor.com/Restaurant_Review-g60906-d3357357-Reviews-Rod_s_Steak_And_Seafood_Grille-Morristown_Morris_County_New_Jersey.html,"1 Convent Rd The Madison Hotel, Morristown, NJ 07960-6922"
10. Il Capriccio - NJ,$$$$,4.5,Italian,https://www.tripadvisor.com/Restaurant_Review-g46925-d1995045-Reviews-Il_Capriccio_NJ-Whippany_Morris_County_New_Jersey.html,"633 State Route 10, Whippany, NJ 07981-1520"
11. The Committed Pig,$$ - $$$,4.0,"American, Bar",https://www.tripadvisor.com/Restaurant_Review-g60906-d7687022-Reviews-The_Committed_Pig-Morristown_Morris_County_New_Jersey.html,"28 W Park Pl, Morristown, NJ 07960-4099"
12. Ruth's Chris Steak House,$$$$,4.0,"American, Steakhouse",https://www.tripadvisor.com/Restaurant_Review-g46715-d457881-Reviews-Ruth_s_Chris_Steak_House-Parsippany_Morris_County_New_Jersey.html,"1 Hilton Court, Parsippany, NJ 07054-4403"
13. Arthur's Tavern,$$ - $$$,4.0,"American, Steakhouse",https://www.tripadvisor.com/Restaurant_Review-g46644-d1891768-Reviews-Arthur_s_Tavern-Morris_Plains_Morris_County_New_Jersey.html,"700 Speedwell Ave, Morris Plains, NJ 07950-2231"
14. Slamwich Scratch Kitchen,$$ - $$$,4.5,American,https://www.tripadvisor.com/Restaurant_Review-g46588-d8530697-Reviews-Slamwich_Scratch_Kitchen-Madison_Morris_County_New_Jersey.html,"143 Main Street, Madison, NJ 07940-2156"
15. Caffe Navona,$$$$,4.5,Italian,https://www.tripadvisor.com/Restaurant_Review-g46783-d1221261-Reviews-Caffe_Navona-Rockaway_Morris_County_New_Jersey.html,"147 US Highway 46, Rockaway, NJ 07866-4018"
16. Pompton Queen Diner,$$ - $$$,4.5,"American, Diner",https://www.tripadvisor.com/Restaurant_Review-g46748-d1161741-Reviews-Pompton_Queen_Diner-Pompton_Plains_Morris_County_New_Jersey.html,"710 State Rt 23, Pompton Plains, NJ 07444-1422"
17. TABOR ROAD Tavern,$$ - $$$,4.0,"American, Bar",https://www.tripadvisor.com/Restaurant_Review-g46644-d2311672-Reviews-TABOR_ROAD_Tavern-Morris_Plains_Morris_County_New_Jersey.html,"510 Tabor Rd Nj 07950, Morris Plains, NJ 07950-2726"
18. Roots Steakhouse,$$$$,4.0,"American, Steakhouse",https://www.tripadvisor.com/Restaurant_Review-g60906-d2213497-Reviews-Roots_Steakhouse-Morristown_Morris_County_New_Jersey.html,"40 W Park Pl, Morristown, NJ 07960-4338"
19. Shanghai Jazz,$$ - $$$,4.5,"Chinese, Asian",https://www.tripadvisor.com/Restaurant_Review-g46588-d1050626-Reviews-Shanghai_Jazz-Madison_Morris_County_New_Jersey.html,"24 Main St, Madison, NJ 07940-1818"
20. Casa Bella Restaurant,$$ - $$$,4.5,Italian,https://www.tripadvisor.com/Restaurant_Review-g46392-d4479024-Reviews-Casa_Bella_Restaurant-Denville_Morris_County_New_Jersey.html,"300 US Highway 46, Denville, NJ 07834-2837"
21. Hibiscus Island Grill,$$ - $$$,4.0,"Caribbean, Jamaican",https://www.tripadvisor.com/Restaurant_Review-g60906-d1857378-Reviews-Hibiscus_Island_Grill-Morristown_Morris_County_New_Jersey.html,"270 South St in the Morristown Inn, Morristown, NJ 07960-6019"
22. Chef Fredy's Table,$$$$,4.5,"American, Cajun & Creole",https://www.tripadvisor.com/Restaurant_Review-g60906-d648367-Reviews-Chef_Fredy_s_Table-Morristown_Morris_County_New_Jersey.html,"78 Speedwell Ave, Morristown, NJ 07960-6830"
23. The Station at Mountain Lakes,$$ - $$$,4.5,American,https://www.tripadvisor.com/Restaurant_Review-g46653-d3814500-Reviews-The_Station_at_Mountain_Lakes-Mountain_Lakes_Morris_County_New_Jersey.html,"99 Midvale Rd, Mountain Lakes, NJ 07046-1347"
24. Verona Restaurant,$$ - $$$,4.5,Italian,https://www.tripadvisor.com/Restaurant_Review-g46764-d4563543-Reviews-Verona_Restaurant-Randolph_Morris_County_New_Jersey.html,"1171 Sussex Tpke, Randolph, NJ 07869-4225"
25. Restaurant Serenade,$$$$,4.5,American,https://www.tripadvisor.com/Restaurant_Review-g46352-d643108-Reviews-Restaurant_Serenade-Chatham_Morris_County_New_Jersey.html,"6 Roosevelt Ave, Chatham, NJ 07928-2532"
26. Thai Kitchen,$$ - $$$,4.5,"Asian, Thai",https://www.tripadvisor.com/Restaurant_Review-g46355-d3241429-Reviews-Thai_Kitchen-Chester_Morris_County_New_Jersey.html,"320 State Route 206 S, Chester, NJ 07930"
27. Nonna's Italian Restaurant,$$ - $$$,4.0,"Italian, Pizza",https://www.tripadvisor.com/Restaurant_Review-g46441-d2305325-Reviews-Nonna_s_Italian_Restaurant-Florham_Park_Morris_County_New_Jersey.html,"176 Columbia Turnpike, Florham Park, NJ 07932-1366"
28. South+Pine American Eatery,$$ - $$$,4.0,American,https://www.tripadvisor.com/Restaurant_Review-g60906-d8336430-Reviews-South_Pine_American_Eatery-Morristown_Morris_County_New_Jersey.html,"90 South St, Morristown, NJ 07960-9349"
29. Thatcher McGhee's,$$ - $$$,4.0,"Irish, Bar",https://www.tripadvisor.com/Restaurant_Review-g46392-d2537956-Reviews-Thatcher_McGhee_s-Denville_Morris_County_New_Jersey.html,"53 Broadway, Denville, NJ 07834-2705"
30. Marjan Fine Persian Grill,$$ - $$$,4.5,"Middle Eastern, Persian",https://www.tripadvisor.com/Restaurant_Review-g60906-d2059141-Reviews-Marjan_Fine_Persian_Grill-Morristown_Morris_County_New_Jersey.html,"84 Speedwell Ave, Morristown, NJ 07960-6830"
Chef Fredy's Table,$$$$,4.5,"American, Cajun & Creole",https://www.tripadvisor.com/Restaurant_Review-g60906-d648367-Reviews-Chef_Fredy_s_Table-Morristown_Morris_County_New_Jersey.html,"78 Speedwell Ave, Morristown, NJ 07960-6830"
31. Denville Seafood & Codmother's Cafe,$$ - $$$,4.5,"Seafood, Soups",https://www.tripadvisor.com/Restaurant_Review-g46392-d3240438-Reviews-Denville_Seafood_Codmother_s_Cafe-Denville_Morris_County_New_Jersey.html,"61 Broadway, Denville, NJ 07834-2769"
32. Thai Nam Phet,$$ - $$$,4.5,"Asian, Thai",https://www.tripadvisor.com/Restaurant_Review-g46783-d1049505-Reviews-Thai_Nam_Phet-Rockaway_Morris_County_New_Jersey.html,"296 US Highway 46, Rockaway, NJ 07866-3852"
33. Rosie's Trattoria,$$ - $$$,4.5,Italian,https://www.tripadvisor.com/Restaurant_Review-g46764-d2244588-Reviews-Rosie_s_Trattoria-Randolph_Morris_County_New_Jersey.html,"1181 Sussex Tpke, Randolph, NJ 07869-3706"
34. Laku Sushi,$$ - $$$,4.5,"Japanese, Sushi",https://www.tripadvisor.com/Restaurant_Review-g60906-d6975371-Reviews-Laku_Sushi-Morristown_Morris_County_New_Jersey.html,"30 Lafayette Ave, Morristown, NJ 07960-4177"
35. The Famished Frog,$$ - $$$,4.0,"American, Bar",https://www.tripadvisor.com/Restaurant_Review-g60906-d945561-Reviews-The_Famished_Frog-Morristown_Morris_County_New_Jersey.html,"18 Washington St, Morristown, NJ 07960-3934"
Parsippany's Best Pizza,$$ - $$$,4.5,"Pizza, Italian",https://www.tripadvisor.com/Restaurant_Review-g46715-d7140424-Reviews-Parsippany_s_Best_Pizza-Parsippany_Morris_County_New_Jersey.html,"756 Route 46 West, Parsippany, NJ 07054"
36. Bruno's Bistro,$$ - $$$,4.5,Italian,https://www.tripadvisor.com/Restaurant_Review-g46644-d12675702-Reviews-Bruno_s_Bistro-Morris_Plains_Morris_County_New_Jersey.html,"2900 Route 10 West, Morris Plains, NJ"
37. Begum Palace,$$ - $$$,4.5,Indian,https://www.tripadvisor.com/Restaurant_Review-g46588-d1507000-Reviews-Begum_Palace-Madison_Morris_County_New_Jersey.html,"300 Main St, Madison, NJ 07940-2369"
38. Pasta Shop,$$ - $$$,4.5,Italian,https://www.tripadvisor.com/Restaurant_Review-g46392-d13535910-Reviews-Pasta_Shop-Denville_Morris_County_New_Jersey.html,"13 1st Ave, Denville, NJ 07834-2709"
39. Sazon Latino,$,4.5,Latin,https://www.tripadvisor.com/Restaurant_Review-g46315-d4727626-Reviews-Sazon_Latino-Boonton_Morris_County_New_Jersey.html,"209 Main St, Boonton, NJ 07005-1749"
40. Redwoods Grill and Bar,$$ - $$$,4.0,"American, Seafood",https://www.tripadvisor.com/Restaurant_Review-g46355-d921508-Reviews-Redwoods_Grill_and_Bar-Chester_Morris_County_New_Jersey.html,"459 Main St, Chester, NJ 07930-2526"
41. Riviera Maya,$$ - $$$,4.0,"Mexican, Southwestern",https://www.tripadvisor.com/Restaurant_Review-g46783-d6437178-Reviews-Riviera_Maya-Rockaway_Morris_County_New_Jersey.html,"116 US Highway 46, Rockaway, NJ 07866-4012"
42. House of Thai,$$ - $$$,4.5,"Asian, Thai",https://www.tripadvisor.com/Restaurant_Review-g46543-d7020391-Reviews-House_of_Thai-Kinnelon_Morris_County_New_Jersey.html,"1483 Rt 23 South, Kinnelon, NJ 07405-1627"
43. GK's Red Dog Tavern,$$ - $$$,4.0,"American, Bar",https://www.tripadvisor.com/Restaurant_Review-g60906-d3608924-Reviews-GK_s_Red_Dog_Tavern-Morristown_Morris_County_New_Jersey.html,"1 Convent Rd, Morristown, NJ 07960-6922"
44. Blue Morel Restaurant and Wine Bar,$$$$,4.0,American,https://www.tripadvisor.com/Restaurant_Review-g60906-d2298253-Reviews-Blue_Morel_Restaurant_and_Wine_Bar-Morristown_Morris_County_New_Jersey.html,"2 Whippany Rd, Morristown, NJ 07960-4768"
45. Kenko Sushi,$$ - $$$,5.0,"Japanese, Sushi",https://www.tripadvisor.com/Restaurant_Review-g46569-d7376541-Reviews-Kenko_Sushi-Lincoln_Park_Morris_County_New_Jersey.html,"261 Comly Road. Suite #3, Lincoln Park, NJ 07035-1759"
46. Osteria Trevi,$$ - $$$,4.5,Italian,https://www.tripadvisor.com/Restaurant_Review-g46588-d8481914-Reviews-Osteria_Trevi-Madison_Morris_County_New_Jersey.html,"4 Park Ave, Madison, NJ 07940-1431"
47. Cafe Fiori,$$ - $$$,4.5,Italian,https://www.tripadvisor.com/Restaurant_Review-g46764-d2629053-Reviews-Cafe_Fiori-Randolph_Morris_County_New_Jersey.html,"477 State Route 10, Randolph, NJ 07869-2142"
48. Annabella's Pizza and Restaurant,$$ - $$$,4.5,"Italian, Pizza",https://www.tripadvisor.com/Restaurant_Review-g46715-d4503889-Reviews-Annabella_s_Pizza_and_Restaurant-Parsippany_Morris_County_New_Jersey.html,"329 Smith Rd, Parsippany, NJ 07054-2805"
49. Budd Lake Diner,$,4.0,"American, Diner",https://www.tripadvisor.com/Restaurant_Review-g46332-d4650084-Reviews-Budd_Lake_Diner-Budd_Lake_Morris_County_New_Jersey.html,"120 US Highway 46 Ste 6, Budd Lake, NJ 07828-2515"
50. Don Jose Mexican Restaurant,$$ - $$$,4.0,"Mexican, Southwestern",https://www.tripadvisor.com/Restaurant_Review-g46401-d1188163-Reviews-Don_Jose_Mexican_Restaurant-East_Hanover_Morris_County_New_Jersey.html,"200 State Route 10, East Hanover, NJ 07936-2606"
51. The Corner Bistro,$$ - $$$,4.5,"Italian, American",https://www.tripadvisor.com/Restaurant_Review-g46764-d7223059-Reviews-The_Corner_Bistro-Randolph_Morris_County_New_Jersey.html,"477 New Jersey 10 College Plaza, Randolph, NJ 07869"
52. Missy's Main Street Cafe,$,5.0,"American, Cafe",https://www.tripadvisor.com/Restaurant_Review-g46783-d6985322-Reviews-Missy_s_Main_Street_Cafe-Rockaway_Morris_County_New_Jersey.html,"181 E Main St, Rockaway, NJ 07866-3507"
53. The Thirsty Turtle,$$ - $$$,4.0,"American, Bar",https://www.tripadvisor.com/Restaurant_Review-g46441-d4048349-Reviews-The_Thirsty_Turtle-Florham_Park_Morris_County_New_Jersey.html,"186 Columbia Tpke, Florham Park, NJ 07932-1389"
54. Shan Shan Noodles,$,4.5,"Chinese, Asian",https://www.tripadvisor.com/Restaurant_Review-g46715-d7745241-Reviews-Shan_Shan_Noodles-Parsippany_Morris_County_New_Jersey.html,"333 US Highway 46, Parsippany, NJ 07054-2314"
55. Pub 199,$$ - $$$,4.0,"American, Bar",https://www.tripadvisor.com/Restaurant_Review-g46645-d782971-Reviews-Pub_199-Mount_Arlington_Morris_County_New_Jersey.html,"199 Howard Blvd, Mount Arlington, NJ 07856-1314"
56. Carmine's Pizzeria & Restaurant,$$ - $$$,4.5,"Italian, Pizza",https://www.tripadvisor.com/Restaurant_Review-g46663-d2399352-Reviews-Carmine_s_Pizzeria_Restaurant-Netcong_Morris_County_New_Jersey.html,"77 Main St, Netcong, NJ 07857-1104"
57. Reservoir Tavern,$$ - $$$,4.0,"Italian, Bar",https://www.tripadvisor.com/Restaurant_Review-g46315-d459305-Reviews-Reservoir_Tavern-Boonton_Morris_County_New_Jersey.html,"92 Parsippany Blvd, Boonton, NJ 07005-1031"
58. Anthony's Pizzeria,$$ - $$$,4.5,"Italian, Pizza",https://www.tripadvisor.com/Restaurant_Review-g46783-d4174312-Reviews-Anthony_s_Pizzeria-Rockaway_Morris_County_New_Jersey.html,"51 W Main St, Rockaway, NJ 07866-3420"
59. Olive Lucy's Kitchen Table,,4.0,$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g60906-d3929686-Reviews-Olive_Lucy_s_Kitchen_Table-Morristown_Morris_County_New_Jersey.html,"52 Speedwell Ave, Morristown, NJ 07960-6830"
60. Il Mondo Vechio,$$$$,4.5,Italian,https://www.tripadvisor.com/Restaurant_Review-g46588-d2631791-Reviews-Il_Mondo_Vechio-Madison_Morris_County_New_Jersey.html,"Main Street, Madison, NJ"
Chef Fredy's Table,$$$$,4.5,"American, Cajun & Creole",https://www.tripadvisor.com/Restaurant_Review-g60906-d648367-Reviews-Chef_Fredy_s_Table-Morristown_Morris_County_New_Jersey.html,"78 Speedwell Ave, Morristown, NJ 07960-6830"
61. Rails Steakhouse,$$$$,4.0,"Steakhouse, American",https://www.tripadvisor.com/Restaurant_Review-g46872-d4835973-Reviews-Rails_Steakhouse-Towaco_Montville_Morris_County_New_Jersey.html,"10 White Hall Rd, Towaco, Montville, NJ 07082-1320"
62. Stirling Hotel,$$ - $$$,4.0,"American, Bar",https://www.tripadvisor.com/Restaurant_Review-g46847-d459488-Reviews-Stirling_Hotel-Stirling_Morris_County_New_Jersey.html,"227 Main Ave Ste 1, Stirling, NJ 07980-1485"
63. Asahi,$$ - $$$,4.5,"Japanese, Sushi",https://www.tripadvisor.com/Restaurant_Review-g60906-d1174358-Reviews-Asahi-Morristown_Morris_County_New_Jersey.html,"65 Morris St, Morristown, NJ 07960-4103"
64. Fasil Mediterranean Restaurant,$$ - $$$,4.5,"Mediterranean, Turkish",https://www.tripadvisor.com/Restaurant_Review-g46315-d7616235-Reviews-Fasil_Mediterranean_Restaurant-Boonton_Morris_County_New_Jersey.html,"308 Wootton St Unit 1, Boonton, NJ 07005-1945"
65. Brookside Diner & Restaurant,$$ - $$$,4.0,"American, Diner",https://www.tripadvisor.com/Restaurant_Review-g46925-d1574296-Reviews-Brookside_Diner_Restaurant-Whippany_Morris_County_New_Jersey.html,"699 State Route 10, Whippany, NJ 07981-1137"
Parsippany's Best Pizza,$$ - $$$,4.5,"Pizza, Italian",https://www.tripadvisor.com/Restaurant_Review-g46715-d7140424-Reviews-Parsippany_s_Best_Pizza-Parsippany_Morris_County_New_Jersey.html,"756 Route 46 West, Parsippany, NJ 07054"
66. 12 Islands Greek Taverna,$$ - $$$,4.5,"Seafood, Mediterranean",https://www.tripadvisor.com/Restaurant_Review-g46847-d6468749-Reviews-12_Islands_Greek_Taverna-Stirling_Morris_County_New_Jersey.html,"1255 Valley Road, Stirling, NJ 07980"
67. Zinburger Wine & Burger Bar,$$ - $$$,4.0,"American, Bar",https://www.tripadvisor.com/Restaurant_Review-g46644-d8687418-Reviews-Zinburger_Wine_Burger_Bar-Morris_Plains_Morris_County_New_Jersey.html,"1900 New Jersey 10, Morris Plains, NJ 07950"
68. Bistro 46,$$ - $$$,4.5,Italian,https://www.tripadvisor.com/Restaurant_Review-g46663-d8551593-Reviews-Bistro_46-Netcong_Morris_County_New_Jersey.html,"136 Main St, Netcong, NJ 07857-1314"
69. Nikko,$$ - $$$,4.5,"Japanese, Sushi",https://www.tripadvisor.com/Restaurant_Review-g46925-d1185138-Reviews-Nikko-Whippany_Morris_County_New_Jersey.html,"881 Route 10 East, Whippany, NJ 07981-1104"
70. Sandwiches Unlimited Lunch Box,$$ - $$$,4.5,American,https://www.tripadvisor.com/Restaurant_Review-g46563-d4637843-Reviews-Sandwiches_Unlimited_Lunch_Box-Ledgewood_Morris_County_New_Jersey.html,"1034 US Highway 46, Ledgewood, NJ 07852-9736"
71. Marilyn's Cafe,$$ - $$$,4.5,"American, Cafe",https://www.tripadvisor.com/Restaurant_Review-g46355-d4941943-Reviews-Marilyn_s_Cafe-Chester_Morris_County_New_Jersey.html,"21 W Main St, Chester, NJ 07930-2407"
72. Chesapeake Tavern,$$ - $$$,4.5,"American, Seafood",https://www.tripadvisor.com/Restaurant_Review-g46583-d12812047-Reviews-Chesapeake_Tavern-Long_Valley_Morris_County_New_Jersey.html,"1 W Mill Rd, Long Valley, NJ 07853-3435"
73. Guerriero's Ristorante,$$ - $$$,4.0,Italian,https://www.tripadvisor.com/Restaurant_Review-g60906-d877388-Reviews-Guerriero_s_Ristorante-Morristown_Morris_County_New_Jersey.html,"162 South St, Morristown, NJ 07960-4139"
74. LongHorn Steakhouse,$$ - $$$,4.0,"American, Steakhouse",https://www.tripadvisor.com/Restaurant_Review-g46715-d2587148-Reviews-LongHorn_Steakhouse-Parsippany_Morris_County_New_Jersey.html,"690 Route 46, Parsippany, NJ 07054-3402"
75. Marakesh Inc,$$ - $$$,4.5,"Moroccan, Middle Eastern",https://www.tripadvisor.com/Restaurant_Review-g46715-d516556-Reviews-Marakesh_Inc-Parsippany_Morris_County_New_Jersey.html,"321 US Highway 46, Parsippany, NJ 07054-2314"
76. The Auld Shebeen Pub,$$ - $$$,4.0,"American, Irish",https://www.tripadvisor.com/Restaurant_Review-g46925-d3785060-Reviews-The_Auld_Shebeen_Pub-Whippany_Morris_County_New_Jersey.html,"1401 State Route 10 Hanover Marriott, Whippany, NJ 07981-1000"
77. Veggie Heaven,$$ - $$$,4.5,"Chinese, Asian",https://www.tripadvisor.com/Restaurant_Review-g46392-d1060844-Reviews-Veggie_Heaven-Denville_Morris_County_New_Jersey.html,"57 Bloomfield Ave, Denville, NJ 07834-2728"
78. Luigi's,$$ - $$$,4.0,Italian,https://www.tripadvisor.com/Restaurant_Review-g46401-d2339898-Reviews-Luigi_s-East_Hanover_Morris_County_New_Jersey.html,"Berkeley Plaza 434 Ridgedale Avenue, East Hanover, NJ 07936"
79. Gregorio's,$$ - $$$,4.5,"Italian, Mediterranean",https://www.tripadvisor.com/Restaurant_Review-g46352-d4020716-Reviews-Gregorio_s-Chatham_Morris_County_New_Jersey.html,"255 Main St Ste A, Chatham, NJ 07928-2462"
80. Millie's Old World Meatballs and Pizza,$$ - $$$,4.0,"Italian, Pizza",https://www.tripadvisor.com/Restaurant_Review-g60906-d3864134-Reviews-Millie_s_Old_World_Meatballs_and_Pizza-Morristown_Morris_County_New_Jersey.html,"60 South St, Morristown, NJ 07960-9012"
81. Taphouse 15,$$ - $$$,4.0,"American, Bar",https://www.tripadvisor.com/Restaurant_Review-g4283643-d9564425-Reviews-Taphouse_15-Jefferson_Morris_County_New_Jersey.html,"75 State Route 15 S, Jefferson, NJ 07885-1227"
82. The Grand Cafe,$$$$,4.0,French,https://www.tripadvisor.com/Restaurant_Review-g60906-d1062779-Reviews-The_Grand_Cafe-Morristown_Morris_County_New_Jersey.html,"42 Washington St, Morristown, NJ 07960-3931"
83. The Little Food Inn,$$ - $$$,4.0,American,https://www.tripadvisor.com/Restaurant_Review-g46748-d2346276-Reviews-The_Little_Food_Inn-Pompton_Plains_Morris_County_New_Jersey.html,"585 Newark Pompton Tpke, Pompton Plains, NJ 07444-1731"
84. Ancona Bistro,$$ - $$$,4.5,Italian,https://www.tripadvisor.com/Restaurant_Review-g46460-d4563463-Reviews-Ancona_Bistro-Gillette_Morris_County_New_Jersey.html,"645 Valley Rd, Gillette, NJ 07933-2011"
85. L'Allegria,$$$$,4.0,Italian,https://www.tripadvisor.com/Restaurant_Review-g46588-d1315862-Reviews-L_Allegria-Madison_Morris_County_New_Jersey.html,"11 Prospect St, Madison, NJ 07940"
86. Indian Aroma,$$ - $$$,4.5,Indian,https://www.tripadvisor.com/Restaurant_Review-g46783-d3412000-Reviews-Indian_Aroma-Rockaway_Morris_County_New_Jersey.html,"222 US Highway 46, Rockaway, NJ 07866-3854"
87. Malay,$$ - $$$,4.5,"Asian, Thai",https://www.tripadvisor.com/Restaurant_Review-g60906-d4480019-Reviews-Malay-Morristown_Morris_County_New_Jersey.html,"147 Morris St, Morristown, NJ 07960-4107"
88. Blossom Asian Bistro,$$ - $$$,4.5,"Sushi, Asian",https://www.tripadvisor.com/Restaurant_Review-g46645-d2303931-Reviews-Blossom_Asian_Bistro-Mount_Arlington_Morris_County_New_Jersey.html,"181 Howard Blvd Ste G, Mount Arlington, NJ 07856-2314"
89. Hibernia Diner,$$ - $$$,4.0,"American, Diner",https://www.tripadvisor.com/Restaurant_Review-g46392-d1929370-Reviews-Hibernia_Diner-Denville_Morris_County_New_Jersey.html,"9 Green Pond Rd Exit 37 Route 80 East & West, Denville, NJ 07866-2001"
90. Office Tavern Grill,$$ - $$$,4.0,"American, Bar",https://www.tripadvisor.com/Restaurant_Review-g60906-d1132660-Reviews-Office_Tavern_Grill-Morristown_Morris_County_New_Jersey.html,"3 South St, Morristown, NJ 07960"
Chef Fredy's Table,$$$$,4.5,"American, Cajun & Creole",https://www.tripadvisor.com/Restaurant_Review-g60906-d648367-Reviews-Chef_Fredy_s_Table-Morristown_Morris_County_New_Jersey.html,"78 Speedwell Ave, Morristown, NJ 07960-6830"
91. Red Barn Restaurant,$,4.5,"American, Cafe",https://www.tripadvisor.com/Restaurant_Review-g46872-d4485674-Reviews-Red_Barn_Restaurant-Towaco_Montville_Morris_County_New_Jersey.html,"446 Main Rd Suite 5, Towaco, Montville, NJ 07082-1287"
92. Don Jose Mexican Restaurant,$$ - $$$,4.0,Mexican,https://www.tripadvisor.com/Restaurant_Review-g46663-d2279990-Reviews-Don_Jose_Mexican_Restaurant-Netcong_Morris_County_New_Jersey.html,"124 US-46 East, Netcong, NJ 07857"
93. Bacari Grill Restaurant,$$ - $$$,4.0,"American, International",https://www.tripadvisor.com/Restaurant_Review-g46901-d1006316-Reviews-Bacari_Grill_Restaurant-Washington_Township_Morris_County_New_Jersey.html,"800 Ridgewood Rd, Washington Township, NJ 07676-4535"
94. End of Elm,$$ - $$$,4.0,"American, Bar",https://www.tripadvisor.com/Restaurant_Review-g60906-d4063816-Reviews-End_of_Elm-Morristown_Morris_County_New_Jersey.html,"140 Morris St, Morristown, NJ 07960-4274"
95. Il Goccino,$$ - $$$,4.5,Italian,https://www.tripadvisor.com/Restaurant_Review-g46588-d12160845-Reviews-Il_Goccino-Madison_Morris_County_New_Jersey.html,"33 Main St, Madison, NJ 07940-1830"
Parsippany's Best Pizza,$$ - $$$,4.5,"Pizza, Italian",https://www.tripadvisor.com/Restaurant_Review-g46715-d7140424-Reviews-Parsippany_s_Best_Pizza-Parsippany_Morris_County_New_Jersey.html,"756 Route 46 West, Parsippany, NJ 07054"
96. East Hanover Diner,$$ - $$$,4.0,"American, Diner",https://www.tripadvisor.com/Restaurant_Review-g46401-d5264260-Reviews-East_Hanover_Diner-East_Hanover_Morris_County_New_Jersey.html,"275 Route 10 East, East Hanover, NJ 07936"
97. Michelangelo Italian Restaurant,$$$$,4.0,Italian,https://www.tripadvisor.com/Restaurant_Review-g46315-d4231432-Reviews-Michelangelo_Italian_Restaurant-Boonton_Morris_County_New_Jersey.html,"91 Elcock Ave, Boonton, NJ 07005-1100"
98. Florham Park Diner,$$ - $$$,4.0,"American, Diner",https://www.tripadvisor.com/Restaurant_Review-g46441-d4035586-Reviews-Florham_Park_Diner-Florham_Park_Morris_County_New_Jersey.html,"182 Ridgedale Ave, Florham Park, NJ 07932-1700"
99. Pezzo Pizza 2,$$ - $$$,4.5,"Italian, Pizza",https://www.tripadvisor.com/Restaurant_Review-g46583-d4136956-Reviews-Pezzo_Pizza_2-Long_Valley_Morris_County_New_Jersey.html,"62 E Mill Rd, Long Valley, NJ 07853-3118"
100. Forte,$$ - $$$,4.0,"Italian, Pizza",https://www.tripadvisor.com/Restaurant_Review-g46764-d2054427-Reviews-Forte-Randolph_Morris_County_New_Jersey.html,"486 State Route 10, Randolph, NJ 07869-2133"
101. Charlotte's Web,$$ - $$$,4.0,"Italian, American",https://www.tripadvisor.com/Restaurant_Review-g46397-d2459067-Reviews-Charlotte_s_Web-Dover_Morris_County_New_Jersey.html,"39 W Clinton St, Dover, NJ 07801-3922"
102. Time For A Bagel,$,4.5,American,https://www.tripadvisor.com/Restaurant_Review-g46644-d1980463-Reviews-Time_For_A_Bagel-Morris_Plains_Morris_County_New_Jersey.html,"680 Speedwell Ave, Morris Plains, NJ 07950-2229"
